DR_NO,Date Rptd,DATE OCC,TIME OCC,AREANAME,Rpt Dist No,crime type,Vict Age,Vict Sex,Vict Descent,Premis Desc,Weapon Desc,Status,Status Desc,LOCATION,Cross Street,Latitude,Longitude
201011164,7/19/2020 0:00,7/19/2020 0:00,500,West Valley,1008,"theft-grand excpt,guns,fowl,livestk,prod",59,M,H,single family dwelling,verbal threat,AO,Adult Other,16800 sherman wy,,34.2012,-118.4952
200319475,10/27/2020 0:00,10/27/2020 0:00,1200,Southwest,361,intimate partner - simple assault,41,M,B,parking lot,strong-arm ,IC,Invest Cont,5000 obama bl,,34.0171,-118.3531
200813616,9/2/2020 0:00,6/10/2020 0:00,1245,West LA,807,theft of identity,39,F,W,single family dwelling,,IC,Invest Cont,2400 n beverly glen bl,,34.1126,-118.4466
200120306,10/30/2020 0:00,10/30/2020 0:00,1639,Central,182,burglary from vehicle,36,F,B,street,,IC,Invest Cont,1200 s hope st,,34.0406,-118.2646
200216730,10/27/2020 0:00,10/26/2020 0:00,1600,Rampart,257,theft from motor vehicle - petty ,0,,,street,,IC,Invest Cont,1300 ingraham st,,34.0531,-118.2672
200414533,11/2/2020 0:00,11/2/2020 0:00,520,Hollenbeck,497,vehicle - stolen,0,,,street,,IC,Invest Cont,3400 union pacific av,,34.0166,-118.2064
200804513,1/12/2020 0:00,1/12/2020 0:00,500,West LA,828,battery - simple assault,29,F,B,hotel,strong-arm ,AO,Adult Other,900 hilgard av,,34.0641,-118.4411
200216760,10/26/2020 0:00,10/6/2020 0:00,600,Rampart,217,theft of identity,53,F,B,single family dwelling,,IC,Invest Cont,1900 park av,,34.0759,-118.2615
200319556,10/29/2020 0:00,10/28/2020 0:00,1500,Southwest,374,burglary,19,X,X,other business,,IC,Invest Cont,2600 w martin luther king jr bl,,34.0148,-118.3222
200809253,5/9/2020 0:00,5/9/2020 0:00,1713,West LA,809,other miscellaneous crime,35,M,W,single family dwelling,,IC,Invest Cont,00 beverly ridge tr,,34.1179,-118.4043
200319543,10/28/2020 0:00,10/28/2020 0:00,2335,Southwest,392,shots fired at inhabited dwelling,48,F,H,multi-unit dwelling ,assault weapon/uzi/ak47/etc,IC,Invest Cont,3100 w 48th st,,34,-118.3282
200509919,5/25/2020 0:00,5/25/2020 0:00,2115,Harbor,517,child abuse  - simple assault,14,F,B,multi-unit dwelling ,strong-arm ,IC,Invest Cont,1000 lakme av,,33.7831,-118.2596
200915288,9/29/2020 0:00,9/25/2020 0:00,1500,Van Nuys,998,burglary from vehicle,28,M,W,parking underground/building,,IC,Invest Cont,4200 mary ellen av,,34.1461,-118.4198
200714796,10/12/2020 0:00,10/11/2020 0:00,2000,Wilshire,749,vehicle - stolen,0,,,street,,IC,Invest Cont,700 crenshaw bl,,34.0606,-118.3197
200808880,4/29/2020 0:00,4/29/2020 0:00,1200,West LA,881,battery - simple assault,30,M,B,street,strong-arm ,AO,Adult Other,bundy,EXPOSITION,34.0315,-118.4527
200216948,10/31/2020 0:00,10/31/2020 0:00,1415,Rampart,221,criminal threats - no weapon displayed,72,M,W,multi-unit dwelling ,verbal threat,IC,Invest Cont,4100 oakwood av,,34.0777,-118.297
200120102,10/28/2020 0:00,10/27/2020 0:00,1415,Central,159,burglary from vehicle,34,M,O,street,,IC,Invest Cont,industrial st,MILL                         ST,34.0358,-118.2345
200610930,5/31/2020 0:00,5/30/2020 0:00,1150,Hollywood,645,burglary,0,X,X,other business,,IC,Invest Cont,7000 w sunset bl,,34.098,-118.3416
200216742,10/27/2020 0:00,10/27/2020 0:00,2108,Rampart,218,vandalism - felony ,0,X,X,street,,IC,Invest Cont,sunset bl,LOGAN,34.0772,-118.2585
200514210,9/16/2020 0:00,9/13/2020 0:00,1700,Harbor,522,theft from motor vehicle - petty ,41,M,H,street,,IC,Invest Cont,700 bay view av,,33.7781,-118.2702
200916892,11/5/2020 0:00,11/4/2020 0:00,900,Van Nuys,964,violation of restraining order,28,F,O,single family dwelling,,AO,Adult Other,14300 addison st,,34.1611,-118.4443
200606386,2/18/2020 0:00,2/13/2020 0:00,1900,Hollywood,663,theft of identity,42,F,B,single family dwelling,,IC,Invest Cont,1200 n orange dr,,34.0926,-118.3416
200216950,11/1/2020 0:00,10/31/2020 0:00,1900,Rampart,218,vehicle - stolen,0,,,street,,IC,Invest Cont,1100 glendale bl,,34.0763,-118.2613
200516229,11/5/2020 0:00,11/4/2020 0:00,2100,Harbor,511,"letters, lewd  -  telephone calls, lewd",56,M,B,multi-unit dwelling ,,IC,Invest Cont,25500 frampton av,,33.7926,-118.3043
201006586,2/26/2020 0:00,2/25/2020 0:00,1430,West Valley,1028,burglary,69,F,A,single family dwelling,,IC,Invest Cont,6500 mclennan av,,34.189,-118.5
200414363,10/28/2020 0:00,10/27/2020 0:00,2230,Hollenbeck,479,burglary,0,M,X,parking lot,,IC,Invest Cont,3600 whittier bl,,34.0255,-118.1957
200216750,10/28/2020 0:00,10/28/2020 0:00,228,Rampart,285,battery - simple assault,32,F,H,single family dwelling,strong-arm ,IC,Invest Cont,1600 w 12th pl,,34.0454,-118.2765
200216734,10/27/2020 0:00,10/25/2020 0:00,200,Rampart,201,vandalism - felony ,0,X,X,multi-unit dwelling ,,IC,Invest Cont,1000 n mariposa av,,34.0891,-118.2992
200813856,9/6/2020 0:00,9/5/2020 0:00,2025,West LA,823,bike - stolen,59,F,W,garage/carport,,IC,Invest Cont,800 haverford av,,34.045,-118.5289
200216884,10/30/2020 0:00,10/30/2020 0:00,1630,Rampart,269,burglary from vehicle,40,F,H,street,,IC,Invest Cont,witmer st,JAMES M WOOD,34.0494,-118.2696
201114753,10/17/2020 0:00,10/16/2020 0:00,1208,Northeast,1145,battery - simple assault,32,M,H,single family dwelling,unknown weapon/other weapon,IC,Invest Cont,2300 teviot st,,34.0971,-118.258
201105425,2/2/2020 0:00,2/1/2020 0:00,1030,Northeast,1161,criminal threats - no weapon displayed,50,F,H,street,verbal threat,IC,Invest Cont,kenmore,SANTA MONICA,34.0909,-118.2974
201005689,2/7/2020 0:00,1/28/2020 0:00,900,West Valley,1083,theft of identity,43,F,B,single family dwelling,,IC,Invest Cont,18700 pasadero dr,,34.1486,-118.5405
200810130,5/30/2020 0:00,5/29/2020 0:00,1450,West LA,857,vandalism - misdeameanor ,68,F,A,gas station,,IC,Invest Cont,doheny av,PICO                         BL,34.0553,-118.3899
201108783,4/27/2020 0:00,4/27/2020 0:00,820,Northeast,1122,battery - simple assault,39,M,H,street,strong-arm ,IC,Invest Cont,riverside dr,LOS FELIZ,34.118,-118.2707
200216735,10/26/2020 0:00,10/22/2020 0:00,2200,Rampart,233,burglary from vehicle,25,M,W,street,,IC,Invest Cont,200 s la fayette park pl,,34.0671,-118.2806
201005664,2/7/2020 0:00,2/6/2020 0:00,1800,West Valley,1061,burglary,0,M,W,other business,,IC,Invest Cont,19200 ventura bl,,34.1726,-118.5517
201013844,10/8/2020 0:00,10/8/2020 0:00,610,West Valley,1049,vehicle - stolen,0,,,parking lot,,IC,Invest Cont,6300 woodley av,,34.1822,-118.4836
201013026,9/12/2020 0:00,9/12/2020 0:00,1830,West Valley,1035,robbery,43,M,H,driveway,simulated gun,AO,Adult Other,6700 reseda bl,,34.1925,-118.536
200414616,11/5/2020 0:00,11/2/2020 0:00,1430,Hollenbeck,443,trespassing,0,X,X,yard ,,IC,Invest Cont,1300 san pablo st,,34.0594,-118.2046
200214417,8/31/2020 0:00,8/31/2020 0:00,700,Rampart,275,battery - simple assault,56,M,O,multi-unit dwelling ,strong-arm ,AO,Adult Other,900 beacon av,,34.0497,-118.2754
200611536,6/18/2020 0:00,6/18/2020 0:00,1745,Hollywood,621,violation of restraining order,54,M,W,single family dwelling,,IC,Invest Cont,2400 laurel canyon bl,,0,0
201107397,3/16/2020 0:00,3/15/2020 0:00,1900,Northeast,1189,vehicle - stolen,0,,,street,,IC,Invest Cont,3500 n figueroa st,,34.0885,-118.2156
200319625,10/30/2020 0:00,10/30/2020 0:00,1900,Southwest,333,attempted robbery,53,M,H,sidewalk,knife with blade 6inches or less,IC,Invest Cont,crenshaw bl,JEFFERSON,34.0256,-118.3351
200317881,9/26/2020 0:00,9/26/2020 0:00,210,Southwest,329,"assault with deadly weapon, aggravated assault",19,M,W,street,bottle,AO,Adult Other,500 w 27th st,,34.0267,-118.2752
200401153,10/31/2020 0:00,10/31/2020 0:00,115,Hollenbeck,478,"assault with deadly weapon, aggravated assault",31,F,H,street,unknown firearm,IC,Invest Cont,fresno,OREGON,34.0302,-118.2043
200918981,12/30/2020 0:00,2/1/2020 0:00,2020,Van Nuys,963,theft of identity,64,F,W,single family dwelling,,IC,Invest Cont,5100 noble av,,34.163,-118.4618
201107073,3/8/2020 0:00,3/7/2020 0:00,1430,Northeast,1152,burglary from vehicle,47,M,H,street,,IC,Invest Cont,4100 prospect av,,34.1018,-118.2804
201110113,6/5/2020 0:00,5/31/2020 0:00,1950,Northeast,1171,vandalism - felony ,0,M,O,other business,unknown weapon/other weapon,IC,Invest Cont,3500 w sunset bl,,34.0917,-118.2741
200120302,10/30/2020 0:00,10/30/2020 0:00,1100,Central,192,criminal threats - no weapon displayed,64,M,B,multi-unit dwelling ,verbal threat,IC,Invest Cont,1600 s hope st,,34.036,-118.268
200808740,4/27/2020 0:00,4/26/2020 0:00,1530,West LA,889,vehicle - stolen,0,,,street,,IC,Invest Cont,2000 s corning st,,34.041,-118.3802
200512462,7/30/2020 0:00,7/24/2020 0:00,1000,Harbor,566,child abuse  - simple assault,4,M,W,specialty school/other,strong-arm ,IC,Invest Cont,400 w 8th st,,33.737,-118.2879
201005643,2/7/2020 0:00,2/6/2020 0:00,2100,West Valley,1023,vehicle - stolen,0,,,street,,IC,Invest Cont,6900 wilbur av,,34.1959,-118.5448
200917473,11/20/2020 0:00,11/18/2020 0:00,2030,Van Nuys,952,burglary from vehicle,35,F,O,street,,IC,Invest Cont,14700 killion st,,34.1712,-118.4553
200319214,10/21/2020 0:00,10/20/2020 0:00,1930,Southwest,396,brandish weapon,48,M,H,sidewalk,verbal threat,AA,Adult Arrest,800 w martin luther king jr bl,,34.011,-118.288
200319463,10/26/2020 0:00,10/26/2020 0:00,911,Southwest,357,theft from motor vehicle - petty ,20,F,W,single family dwelling,,IC,Invest Cont,1200 w 37th pl,,34.02,-118.2944
200216701,10/26/2020 0:00,10/26/2020 0:00,1930,Rampart,245,intimate partner - simple assault,30,M,H,multi-unit dwelling ,strong-arm ,AO,Adult Other,2500 w 5th st,,34.0632,-118.2771
200120171,10/28/2020 0:00,10/28/2020 0:00,20,Central,152,vandalism - felony ,53,M,H,other business,,IC,Invest Cont,500 w 7th st,,34.0491,-118.2558
200806074,2/15/2020 0:00,2/14/2020 0:00,800,West LA,884,theft of identity,54,M,W,single family dwelling,,IC,Invest Cont,2500 greenfield av,,34.0377,-118.4314
200401149,10/26/2020 0:00,10/26/2020 0:00,1850,Hollenbeck,479,"burglary, attempted",0,M,X,parking lot,,IC,Invest Cont,700 s indiana st,,34.0248,-118.1956
201016257,12/21/2020 0:00,12/20/2020 0:00,2200,West Valley,1015,vehicle - stolen,0,,,street,,IC,Invest Cont,7500 yarmouth av,,34.2068,-118.5197
200517674,12/10/2020 0:00,12/10/2020 0:00,600,Harbor,529,robbery,65,M,B,street,strong-arm ,IC,Invest Cont,anaheim,BROAD,33.7801,-118.2608
201015094,11/16/2020 0:00,11/11/2020 0:00,2245,West Valley,1008,vehicle - stolen,0,,,parking lot,,IC,Invest Cont,hayvenhurst,VICTORY                      BL,34.1866,-118.4924
200909702,5/14/2020 0:00,5/13/2020 0:00,930,Van Nuys,923,pickpocket,46,F,H,other business,,IC,Invest Cont,6700 van nuys bl,,34.1903,-118.4574
200608665,4/4/2020 0:00,4/4/2020 0:00,330,Hollywood,663,intimate partner - simple assault,33,M,H,multi-unit dwelling ,strong-arm ,IC,Invest Cont,1200 n cherokee av,,34.0926,-118.3352
200612461,7/10/2020 0:00,7/10/2020 0:00,1000,Hollywood,632,intimate partner - simple assault,80,M,W,street,strong-arm ,IC,Invest Cont,8500 lookout mountain av,,34.1089,-118.3834
200715877,11/10/2020 0:00,10/10/2020 0:00,1200,Wilshire,713,other miscellaneous crime,40,M,W,single family dwelling,,AO,Adult Other,400 n ogden dr,,34.0782,-118.3594
200216851,10/29/2020 0:00,10/29/2020 0:00,2005,Rampart,248,robbery,48,F,B,multi-unit dwelling ,strong-arm ,IC,Invest Cont,300 loma dr,,34.0595,-118.266
200612507,7/11/2020 0:00,7/11/2020 0:00,1650,Hollywood,637,theft plain - petty ,0,X,X,mini-mart,,IC,Invest Cont,6000 w hollywood bl,,34.103,-118.3225
200814286,9/9/2020 0:00,9/9/2020 0:00,1045,West LA,803,"assault with deadly weapon, aggravated assault",46,M,W,street,vehicle,AO,Adult Other,mandeville canyon,KIMBERLY                     LN,34.0681,-118.4942
200119963,10/25/2020 0:00,10/25/2020 0:00,1530,Central,118,vehicle - stolen,0,,,street,,AA,Adult Arrest,leroy st,MAGDALENA                    ST,34.0643,-118.2289
200316248,8/23/2020 0:00,8/23/2020 0:00,1100,Southwest,307,intimate partner - aggravated assault,41,F,H,multi-unit dwelling ,mace/pepper spray,AA,Adult Arrest,4400 w adams bl,,34.0338,-118.337
200216649,10/26/2020 0:00,10/26/2020 0:00,230,Rampart,247,criminal threats - no weapon displayed,28,M,H,single family dwelling,verbal threat,AO,Adult Other,400 s union av,,34.0596,-118.2701
200711196,7/2/2020 0:00,7/1/2020 0:00,2145,Wilshire,715,burglary,45,M,O,multi-unit dwelling ,,IC,Invest Cont,300 n detroit st,,34.0762,-118.3452
200706675,2/26/2020 0:00,2/26/2020 0:00,1400,Wilshire,729,"theft-grand excpt,guns,fowl,livestk,prod",66,F,A,restaurant/fast food,,IC,Invest Cont,100 n larchmont bl,,34.073,-118.3236
200414496,11/1/2020 0:00,10/31/2020 0:00,1800,Hollenbeck,457,vehicle - stolen,0,,,driveway,,IC,Invest Cont,2400 folsom st,,34.0484,-118.2061
201004989,1/24/2020 0:00,1/24/2020 0:00,2030,West Valley,1061,robbery,32,M,H,parking lot,strong-arm ,AA,Adult Arrest,tampa av,VENTURA                      BL,34.1727,-118.5535
200604228,1/6/2020 0:00,1/1/2020 0:00,100,Hollywood,646,"assault with deadly weapon, aggravated assault",30,M,A,night club ,unknown weapon/other weapon,IC,Invest Cont,6500 hollywood bl,,34.1016,-118.331
200507740,3/25/2020 0:00,3/25/2020 0:00,1250,Harbor,504,shoplifting - petty theft ,0,X,X,other store,,AA,Adult Arrest,19500 normandie av,,33.8535,-118.2992
201007337,3/18/2020 0:00,3/18/2020 0:00,400,West Valley,1047,discharge firearms/shots fired,0,M,O,single family dwelling,hand gun,AO,Adult Other,5900 shoshone av,,34.1777,-118.5166
200319435,10/26/2020 0:00,8/10/2020 0:00,700,Southwest,373,"embezzlement, petty theft ",19,X,X,other business,,IC,Invest Cont,3800 crenshaw bl,,34.017,-118.3349
200308678,3/17/2020 0:00,3/14/2020 0:00,1215,Southwest,301,criminal threats - no weapon displayed,24,F,B,single family dwelling,verbal threat,AO,Adult Other,2500 s genesee av,,34.0341,-118.3696
200216809,10/29/2020 0:00,10/28/2020 0:00,2100,Rampart,269,vehicle - stolen,0,,,street,,IC,Invest Cont,columbia av,7TH                          ST,34.0527,-118.2686
201113700,9/17/2020 0:00,6/28/2020 0:00,1030,Northeast,1184,theft of identity,74,F,W,single family dwelling,,IC,Invest Cont,1800 park dr,,34.0812,-118.252
200319476,10/27/2020 0:00,10/27/2020 0:00,300,Southwest,392,theft plain - petty ,61,F,B,single family dwelling,,IC,Invest Cont,4900 5th av,,33.9963,-118.3226
200716803,12/7/2020 0:00,12/7/2020 0:00,550,Wilshire,777,attempted robbery,0,M,O,other business,hand gun,IC,Invest Cont,4200 w washington bl,,34.0429,-118.3329
200717600,12/29/2020 0:00,12/29/2020 0:00,849,Wilshire,726,theft plain - petty ,32,F,W,"porch, residential",,IC,Invest Cont,100 n alta vista bl,,34.0736,-118.3474
200716931,12/4/2020 0:00,10/5/2020 0:00,1200,Wilshire,745,theft of identity,63,M,H,single family dwelling,,IC,Invest Cont,5400 w 8th st,,34.0606,-118.3469
200610707,4/30/2020 0:00,2/11/2020 0:00,1616,Hollywood,679,"assault with deadly weapon, aggravated assault",0,M,H,street,strong-arm ,IC,Invest Cont,santa monica bl,SAINT ANDREWS                PL,34.0886,-118.3027
200215997,10/4/2020 0:00,10/4/2020 0:00,1645,Rampart,246,"theft, person",43,F,H,multi-unit dwelling ,unknown weapon/other weapon,AO,Adult Other,500 s westlake av,,34.0599,-118.2731
200915315,9/30/2020 0:00,9/29/2020 0:00,1445,Van Nuys,911,violation of restraining order,56,F,B,driveway,,AA,Adult Arrest,7000 firmament av,,34.1975,-118.4727
200513822,9/6/2020 0:00,9/5/2020 0:00,2000,Harbor,522,vandalism - felony ,29,F,H,"vehicle, passenger/truck",,IC,Invest Cont,bayview,ANAHEIM,33.7795,-118.2715
200319694,11/1/2020 0:00,11/1/2020 0:00,900,Southwest,311,vehicle - stolen,0,,,street,,IC,Invest Cont,2700 hauser bl,,34.0294,-118.3639
201110107,6/5/2020 0:00,5/31/2020 0:00,1700,Northeast,1171,vehicle - stolen,0,,,street,,IC,Invest Cont,1700 golden gate av,,34.092,-118.2742
200319743,10/31/2020 0:00,10/31/2020 0:00,2100,Southwest,316,battery - simple assault,42,F,H,sidewalk,strong-arm ,IC,Invest Cont,2400 s western av,,34.0346,-118.309
200712456,8/5/2020 0:00,8/5/2020 0:00,1620,Wilshire,762,shoplifting - petty theft ,28,M,O,market,,IC,Invest Cont,5900 w pico bl,,34.0517,-118.3676
200411027,7/21/2020 0:00,7/21/2020 0:00,2300,Hollenbeck,468,intimate partner - simple assault,34,F,H,single family dwelling,strong-arm ,AA,Adult Arrest,3100 e 1st st,,34.039,-118.1991
200216712,10/27/2020 0:00,10/27/2020 0:00,1150,Rampart,217,throwing object at moving vehicle,42,M,H,street,unknown weapon/other weapon,IC,Invest Cont,alvarado,SUNSET,34.0776,-118.2635
200318717,10/9/2020 0:00,10/9/2020 0:00,1645,Southwest,341,battery - simple assault,56,M,B,gas station,strong-arm ,IC,Invest Cont,coliseum bl,LA BREA                      AV,34.0183,-118.3556
200814097,9/14/2020 0:00,1/22/2020 0:00,800,West LA,836,criminal threats - no weapon displayed,64,F,O,single family dwelling,verbal threat,IC,Invest Cont,1800 holmby av,,34.0557,-118.4255
200507636,3/25/2020 0:00,3/25/2020 0:00,1220,Harbor,504,shoplifting - petty theft ,0,X,X,department store,,AA,Adult Arrest,19500 normandie av,,33.8535,-118.2992
200704304,1/7/2020 0:00,1/1/2020 0:00,730,Wilshire,715,unauthorized computer access,22,F,W,single family dwelling,,IC,Invest Cont,400 n alta vista bl,,34.0783,-118.3474
200714226,9/24/2020 0:00,9/24/2020 0:00,2240,Wilshire,765,attempted robbery,0,M,O,medical marijuana facilities/businesses,hand gun,AA,Adult Arrest,1200 s la brea av,,34.0531,-118.3437
200918974,12/29/2020 0:00,12/29/2020 0:00,1845,Van Nuys,981,battery - simple assault,35,M,W,multi-unit dwelling ,strong-arm ,AA,Adult Arrest,4300 n sepulveda bl,,34.1537,-118.4662
200216972,11/1/2020 0:00,10/31/2020 0:00,1700,Rampart,218,theft of identity,54,M,O,other premise,,IC,Invest Cont,laguna,ECHO PARK,34.0757,-118.2565
200414429,10/29/2020 0:00,10/26/2020 0:00,1500,Hollenbeck,438,burglary,27,M,A,single family dwelling,,IC,Invest Cont,2500 lombardy bl,,34.0758,-118.1737
200708243,4/13/2020 0:00,3/16/2020 0:00,430,Wilshire,723,"assault with deadly weapon, aggravated assault",43,M,H,other business,strong-arm ,AA,Adult Arrest,7900 beverly bl,,34.0761,-118.3614
201005467,2/4/2020 0:00,2/4/2020 0:00,950,West Valley,1015,vandalism - felony ,33,F,H,parking lot,vehicle,AA,Adult Arrest,7500 canby av,,34.2072,-118.5339
201011786,8/4/2020 0:00,7/30/2020 0:00,2110,West Valley,1078,burglary from vehicle,40,F,H,street,,IC,Invest Cont,otsego,BALBOA,34.163,-118.5011
200216794,10/28/2020 0:00,10/23/2020 0:00,1200,Rampart,249,document forgery / stolen felony,24,M,O,multi-unit dwelling ,,IC,Invest Cont,600 st paul av,,34.0542,-118.2611
200216917,10/31/2020 0:00,10/5/2020 0:00,1600,Rampart,257,bike - stolen,28,M,O,multi-unit dwelling ,,IC,Invest Cont,1300 w 7th st,,34.0552,-118.2675
200319695,10/31/2020 0:00,10/31/2020 0:00,1330,Southwest,341,burglary,54,F,H,single family dwelling,,IC,Invest Cont,5200 veronica st,,34.0135,-118.3587
200319546,10/28/2020 0:00,10/28/2020 0:00,2335,Southwest,392,shots fired at inhabited dwelling,10,F,H,multi-unit dwelling ,assault weapon/uzi/ak47/etc,IC,Invest Cont,3100 w 48th st,,34,-118.3282
200120152,10/28/2020 0:00,10/27/2020 0:00,1035,Central,176,battery - simple assault,30,M,W,street,strong-arm ,IC,Invest Cont,7th,MAPLE,34.0425,-118.2493
200610221,5/14/2020 0:00,5/14/2020 0:00,230,Hollywood,643,"assault with deadly weapon, aggravated assault",46,M,H,street,unknown firearm,IC,Invest Cont,7200 w hollywood bl,,34.1016,-118.3471
200120269,10/30/2020 0:00,10/30/2020 0:00,1035,Central,162,theft plain - petty ,69,M,H,shopping mall ,,IC,Invest Cont,700 s flower st,,34.0477,-118.2597
200514604,9/28/2020 0:00,9/27/2020 0:00,1000,Harbor,503,vehicle - stolen,0,,,street,,IC,Invest Cont,vermont av,PACIFIC COAST                HY,33.791,-118.2917
200805446,2/2/2020 0:00,2/2/2020 0:00,541,West LA,881,peeping tom,24,F,W,multi-unit dwelling ,,IC,Invest Cont,1800 federal av,,34.0341,-118.4525
200216803,10/28/2020 0:00,10/28/2020 0:00,2050,Rampart,261,battery - simple assault,32,M,B,sidewalk,strong-arm ,IC,Invest Cont,park view,7TH                          ST,34.0577,-118.2799
201013511,9/28/2020 0:00,9/28/2020 0:00,1250,West Valley,1078,trespassing,60,M,O,abandoned building abandoned house,,AA,Adult Arrest,16100 magnolia bl,,34.1649,-118.4836
200319703,10/29/2020 0:00,10/29/2020 0:00,1640,Southwest,329,vandalism - felony ,26,F,H,"vehicle, passenger/truck",,IC,Invest Cont,s figueroa st,W  30TH                         ST,34.0252,-118.2779
200508436,4/19/2020 0:00,4/19/2020 0:00,300,Harbor,563,theft from motor vehicle - petty ,77,F,H,street,,IC,Invest Cont,1300 s cabrillo av,,33.7324,-118.2946
200914242,9/1/2020 0:00,8/27/2020 0:00,1730,Van Nuys,911,vandalism - felony ,50,F,W,street,,IC,Invest Cont,hart st,FIRMAMENT                    AV,34.1975,-118.4727
200119877,10/23/2020 0:00,10/23/2020 0:00,40,Central,161,robbery,39,M,H,sidewalk,strong-arm ,AO,Adult Other,7th st,FIGUEROA,34.0496,-118.2603
201109226,5/10/2020 0:00,5/9/2020 0:00,1100,Northeast,1142,vehicle - stolen,0,,,street,,IC,Invest Cont,4500 los feliz bl,,34.1119,-118.2874
200319461,10/27/2020 0:00,10/27/2020 0:00,1005,Southwest,374,battery - simple assault,49,F,H,single family dwelling,strong-arm ,IC,Invest Cont,3900 3rd av,,34.0108,-118.3204
201109018,5/5/2020 0:00,5/5/2020 0:00,315,Northeast,1127,vehicle - stolen,0,,,street,,IC,Invest Cont,6000 meridian st,,34.1202,-118.1887
201012441,8/26/2020 0:00,8/26/2020 0:00,530,West Valley,1007,vehicle - stolen,0,,,parking lot,,IC,Invest Cont,8100 paso robles av,,34.2172,-118.5024
200304704,1/13/2020 0:00,1/13/2020 0:00,1115,Southwest,357,"assault with deadly weapon, aggravated assault",64,M,B,parking lot,mace/pepper spray,AA,Adult Arrest,vermont av,EXPOSITION                   BL,34.0188,-118.2915
200314231,7/15/2020 0:00,7/3/2020 0:00,1730,Southwest,363,robbery,44,F,B,parking lot,strong-arm ,AA,Adult Arrest,3600 w martin luther king jr bl,,34.0109,-118.3351
200916723,11/1/2020 0:00,10/31/2020 0:00,2200,Van Nuys,985,theft from motor vehicle - petty ,20,F,B,street,,IC,Invest Cont,sylmar av,MILBANK                      ST,34.153,-118.4465
200401154,10/31/2020 0:00,10/31/2020 0:00,940,Hollenbeck,411,theft from motor vehicle - petty ,0,M,W,street,,IC,Invest Cont,2000 humboldt st,,34.0768,-118.2228
200216970,11/1/2020 0:00,10/31/2020 0:00,1500,Rampart,237,vandalism - misdeameanor ,30,M,O,"vehicle, passenger/truck",,IC,Invest Cont,union,BEVERLY,34.0637,-118.2638
200708129,4/9/2020 0:00,4/9/2020 0:00,1700,Wilshire,713,robbery,34,M,W,single family dwelling,revolver,IC,Invest Cont,300 n spaulding av,,34.0761,-118.3574
200916968,11/8/2020 0:00,11/7/2020 0:00,2050,Van Nuys,985,theft of identity,41,M,O,bank,,IC,Invest Cont,14300 w ventura bl,,34.1502,-118.4443
200120384,11/1/2020 0:00,10/30/2020 0:00,1500,Central,119,burglary from vehicle,52,F,B,garage/carport,,IC,Invest Cont,800 n alameda st,,34.0561,-118.2375
201113033,8/29/2020 0:00,8/29/2020 0:00,1300,Northeast,1136,"assault with deadly weapon, aggravated assault",38,M,W,parking lot,pipe/metal pipe,AO,Adult Other,4000 eagle rock bl,,34.12,-118.2288
200216937,10/31/2020 0:00,10/31/2020 0:00,920,Rampart,247,vandalism - felony ,0,X,X,check cashing*,unknown weapon/other weapon,IC,Invest Cont,1800 w 6th st,,34.0596,-118.2701
200614503,8/25/2020 0:00,8/25/2020 0:00,1400,Hollywood,631,burglary,23,M,B,single family dwelling,,IC,Invest Cont,8800 evanview dr,,34.0984,-118.3829
200216624,10/24/2020 0:00,10/24/2020 0:00,1500,Rampart,246,"theft-grand excpt,guns,fowl,livestk,prod",28,F,H,parking lot,,IC,Invest Cont,600 s alvarado st,,34.0593,-118.275
200319667,11/1/2020 0:00,10/31/2020 0:00,1700,Southwest,316,vehicle - stolen,0,,,street,,IC,Invest Cont,2200 s hobart bl,,34.0348,-118.3078
200619502,12/21/2020 0:00,12/21/2020 0:00,1020,Hollywood,646,vehicle - stolen,0,,,street,,IC,Invest Cont,las palmas bl,SELMA                        AV,34.0997,-118.3363
200319705,11/1/2020 0:00,11/1/2020 0:00,1110,Southwest,332,"assault with deadly weapon, aggravated assault",19,M,B,single family dwelling,hand gun,IC,Invest Cont,4600 w 28th st,,34.0311,-118.3429
200618841,12/4/2020 0:00,12/4/2020 0:00,1755,Hollywood,645,"assault with deadly weapon, aggravated assault",21,M,H,public restroom/outside*,other knife,AA,Adult Arrest,highland,HOLLYWOOD,34.1016,-118.3387
200513324,8/24/2020 0:00,8/23/2020 0:00,1400,Harbor,563,vehicle - stolen,0,,,street,,IC,Invest Cont,1000 w 17th st,,33.7288,-118.2995
200712617,8/11/2020 0:00,8/10/2020 0:00,2315,Wilshire,745,theft plain - petty ,31,F,B,multi-unit dwelling ,,IC,Invest Cont,5600 wilshire bl,,34.0624,-118.351
200705060,1/23/2020 0:00,1/23/2020 0:00,1930,Wilshire,722,"theft-grand excpt,guns,fowl,livestk,prod",0,M,O,the beverly connection,,AA,Adult Arrest,100 n la cienega bl,,34.0746,-118.3765
201015625,12/2/2020 0:00,12/1/2020 0:00,1600,West Valley,1008,vehicle - stolen,0,,,street,,IC,Invest Cont,16400 vanowen st,,34.1939,-118.4906
200414526,11/2/2020 0:00,11/2/2020 0:00,730,Hollenbeck,491,vehicle - stolen,0,,,street,,IC,Invest Cont,rio vista,OLYMPIC                      BL,34.0254,-118.2227
200808795,4/27/2020 0:00,4/26/2020 0:00,1245,West LA,849,intimate partner - simple assault,38,F,W,multi-unit dwelling ,unknown weapon/other weapon,AO,Adult Other,1100 s holt av,,34.0542,-118.3785
